,g_[Eubacterium]_coprostanoligenes_group,g_[Eubacterium]_hallii_group,g_[Eubacterium]_ruminantium_group,g_Acidaminococcus,g_Alloprevotella,g_Bifidobacterium,g_Butyricicoccus,g_CAG-873,g_Campylobacter,g_Candidatus_Methanogranum,g_Christensenellaceae_R-7_group,g_Collinsella,g_Coprococcus_2,g_Coriobacteriaceae_UCG-003,g_Dialister,g_Elusimicrobium,g_Enterorhabdus,g_Erysipelotrichaceae_UCG-004,g_Faecalibacterium,g_Family_XIII_AD3011_group,g_Family_XIII_UCG-001,g_GCA-900066575,g_Helicobacter,g_Lachnoclostridium,g_Lachnospira,g_Lachnospiraceae_FCS020_group,g_Lachnospiraceae_ND3007_group,g_Lachnospiraceae_NK3A20_group,g_Lactobacillus,g_Libanicoccus,g_Marvinbryantia,g_Megasphaera,g_Olsenella,g_Oribacterium,g_Peptococcus,g_Prevotella_2,g_Prevotella_7,g_Prevotella_9,g_Prevotellaceae_NK3B31_group,g_Prevotellaceae_UCG-003,g_Prevotellaceae_UCG-004,g_Rikenellaceae_RC9_gut_group,g_Ruminiclostridium_6,g_Ruminiclostridium_9,g_Ruminococcaceae_NK4A214_group,g_Ruminococcaceae_UCG-002,g_Ruminococcaceae_UCG-003,g_Ruminococcaceae_UCG-005,g_Ruminococcaceae_UCG-008,g_Ruminococcaceae_UCG-009,g_Ruminococcaceae_UCG-010,g_Ruminococcaceae_UCG-011,g_Ruminococcaceae_UCG-013,g_Ruminococcaceae_UCG-014,g_Ruminococcus_1,g_Senegalimassilia,g_Slackia,g_Solobacterium,g_Streptococcus,g_Succinivibrio,g_Treponema_2
Baboon_280,0.6673861058535903,0.4219181475153025,0.3278674086800633,0.4405176650609261,0.36635011346696816,0.17191565720942567,0.5423636439071526,0.09095976815567584,0.572110482569075,0.003256898159357709,0.7472194728592331,0.46152228313958626,0.3086737529326606,0.5562654492462173,0.2231227703445205,1.0,0.5862086729967148,0.8030304004189196,0.26560814527356674,0.8307771640135617,1.0,0.5508504693615,0.5574706571007776,0.4319957056171146,0.6525978896356632,0.5053057486698875,0.3409544427699925,0.7020382511576448,0.28358973945854027,0.5269398749352091,0.5579251194901184,0.38313814038009786,0.4173866592048724,0.6294528189474422,0.590193964220592,0.1648312012939872,0.5738750472217724,0.057013508542601524,0.23315237179774623,0.6186611106520106,0.0,0.5622296666277976,0.6794507780058071,0.44741039968388974,0.6419881401719374,0.6226072293443224,0.5338924301268031,0.7321319930436847,0.0,0.4734190566997149,0.5495530452099888,0.5523257952214546,0.6720383504801264,0.0,0.633758950613696,0.5987401582752521,0.5639856010036188,0.7284288413767747,0.10459117583786003,0.6174238835121537,1.0
Baboon_285,0.7956305490122042,0.35138257089351305,0.7074909172128669,0.6135877675444764,0.4593186625480228,0.8487860683151487,0.6153969453602581,0.7229205697655693,0.8946242193178018,0.5343131058834573,0.9604804242240623,0.3636271142793168,0.31835638258962595,0.2680660843190802,0.8998105916570502,0.14200624784954463,0.8892608590297458,0.0,0.3552710508360635,0.954730622766599,0.6977689629948862,0.2681767156976567,0.9870715993083957,0.40484684417594957,0.3306992620031145,0.6065257918444367,0.5623988241455261,0.9077881453768597,0.6301505536239633,0.5228825791971147,0.39669954753545295,0.7525573709165435,0.7246041458943873,0.46193469523953445,0.7118041646658707,0.904710523903753,0.9723828480373583,0.8380151622778518,0.7705299377690324,0.797070579573371,0.6734028902466159,0.7567624823536763,0.41430906546007734,0.8401966843199812,0.528956992312646,0.5015438540526946,0.306219392042514,0.5247681810342746,0.12158764148807573,1.0,0.4798392616869591,0.8997903343972097,0.48646691681377685,0.23303723079240926,0.6144656623740984,0.7263388613181399,0.5643702138437223,0.7773076554016047,0.6347156158455021,0.8526260115181153,0.6402830077021512
Baboon_289,0.8830318992630933,0.8627216087608276,0.5995540387862454,0.893675205963286,0.039952280128266765,0.7610130915566611,0.621002003418425,0.2946262749680521,0.18592466621937034,0.5384062946427752,0.6222691434035192,0.6065924437350905,0.5863005267785456,0.9478779267965537,0.651959962018947,0.4535240255544816,0.6922851956035355,0.7993533464848939,0.5640530873607301,0.5564687245684319,0.34821702203244975,0.4970871440383863,0.7300152618493478,0.2609819451958511,1.0,0.4765142127570816,0.4354556592464225,1.0,0.22467516632543458,0.9197314874922536,0.41848973940732986,0.6062530507381029,0.6149548359006284,0.5829264094867685,0.2827684691085879,0.0,0.02637768455320289,0.0,0.40176842816250774,0.21668595352322026,0.7871661292667916,0.999120135906472,1.0,0.0,0.8718390684183821,1.0,0.565242913617459,0.44433518757511636,0.1008714463253104,1.0,0.9347378132671843,0.9988547429941536,0.9113273429470008,0.0015531433432827287,0.8640986773807414,0.2143174109752735,0.4368475440091572,0.18529315184626857,0.6072333449714865,1.0,0.9344198146929007
Baboon_296,0.8062837101913427,0.0,0.6128130637930538,0.2678491417360077,0.3195520313353698,0.38609930046568125,0.21167899499147072,0.309119965601607,0.9259653988126959,0.36889669284342913,0.6023349502780023,0.9324405101192639,0.33955873415178184,0.4973375392788465,0.3244356944701086,0.23172157681279454,0.42527025997042966,0.7045455195049984,0.02958282962255881,0.8786791492869603,0.6760724154104003,0.2957694690112991,0.6700620263501168,0.2445841192191331,0.40279538868678305,0.2474196404937945,0.05262440959219138,0.3954741953572782,1.0,0.7074435611327898,0.4667454236649042,0.20867671880975908,0.3792721051472173,0.5255461522931646,0.42517001185245984,0.0,0.34385445954956717,0.0,0.26867743482366524,0.27923023502279126,0.6001421039366397,0.8844679336045944,0.4654455155698357,0.24596094985288544,0.7392952239401699,0.07954491462105581,0.4242804858503317,0.568582263635813,0.0,0.4912962478227433,0.4006294773754263,0.546222840146926,0.6538672836216967,0.38095898836657033,0.27183223521440086,0.7814418106981256,0.2882580211081551,0.7286181527531805,0.9693502422324423,0.4023860856898274,1.0
Baboon_298,0.188615989328305,0.06727867344133683,0.3723118450347808,0.1851861751026669,0.426702835945174,0.20975477020184236,0.10316640233891287,0.0,0.9879514125927755,0.1184685313803502,0.38045525547843206,0.03900330589435138,0.6315616712313196,0.36925024065869416,0.32348830107943777,0.019653095355202883,0.1608315856217971,0.027624617510016748,0.02957002909669243,0.5099274278960286,0.25922569073945045,0.5384325595228339,0.27069392386238766,0.8876921542674008,0.14368593178227476,0.6274257475537748,0.05397211938856201,0.4371942132921965,0.972276184254844,0.5447140317503221,0.17191228454786808,0.4497549732174176,0.3978367200230433,0.5058212008658214,0.32622052384822614,0.17561460083799235,0.7501715972201127,0.15414648909199116,0.2165700329566892,0.87784002963233,0.27430173406244734,0.1942023417514052,0.0897920112404432,0.6653501830132379,0.3851192677914985,0.1502516785950496,0.46676098042537945,0.09877791280613855,0.08572790777082796,0.2974044277241126,0.41859223784684746,0.46520176523406015,0.1413387944189343,0.6473861790494274,0.19968592005665892,0.6855198217063116,0.6400908644788895,0.12278782499845213,0.05143824979174606,0.2754567172636239,0.0
Baboon_309,0.7248638096476185,0.6394459294647953,0.6887212599643082,0.181249233220834,0.6908159054672118,0.394901548060577,0.624674229083134,0.09248485650315748,0.44026638468967366,0.4830440357116997,0.3240205740095651,0.8006220986904494,0.9899808515532619,0.7475863166062753,0.2739775655393203,0.6605754282593528,0.633414761826781,0.551303569832,0.061885201578712995,0.8327122471101324,0.9942272714219205,0.3667364703491367,0.4320323995533694,0.5425135337091469,0.4969854896495836,0.48763964545653454,0.5000399040325832,0.7041780047414349,0.016075050593746455,0.7824622010582525,0.1130011449852027,0.2217960412305048,0.3249949216294872,0.4691970704036192,0.29010059739065247,0.8300976363727474,0.0,0.5396292458621039,0.14379965075599047,0.19239556519202064,0.6415259868676568,0.7100418466792215,0.35542000887115505,0.5560308016264519,0.5051159195356121,0.6899345773285157,0.5644976413405626,0.3355460187031671,0.6628993055114746,0.3210700157600472,0.8372145886179806,0.5754458592469912,0.4793427167032086,0.715768833093317,0.5456648519693355,1.0,0.9978073333316837,0.549348636555472,0.9288276232307061,0.06146704350236572,0.0655501809668115
Baboon_313,0.6089752638883493,0.5959700566116906,0.24170693854124273,0.5700456522029599,0.8799201118115634,0.8147980463731231,0.6872025600356847,0.514537749033541,0.2477366077512018,0.711498932420659,0.6670027764843659,0.9316851321629831,0.4747564496803145,0.547326689114817,0.7084748555890892,0.5223333215806897,0.66519350080024,0.2273516486332458,0.3154042892889329,0.564618990287994,0.17880944433771864,0.5242352161695106,0.4820500976871721,0.7419059480150699,0.9076948880426033,0.6039878637299496,0.6351551383145606,0.4073855579662444,0.958285230046172,0.7669412836384686,0.6146119106096126,0.6161694206103354,0.4924541352723335,0.4767374623070452,0.5365738904500925,0.38152429267058163,0.31025794752938013,0.840276125936007,0.47286488499436274,0.8343155410432601,0.7681203893133968,0.7633322559062982,0.2687090104178525,0.4669599940912621,0.5342390163419674,0.6261806115961017,0.351459280444378,0.4825963095914607,0.029694606374173763,0.5561533101354973,0.6609225222614943,0.7334750668178895,0.8884913861736571,0.45877381997146527,0.665759008615378,0.8171608096747579,0.6670401597292731,0.7343687512680043,0.5567521410970827,0.01625553708961064,0.8986566540368973
Baboon_324,0.44435188599602077,0.6615896371600096,0.6420000828404433,0.3741926120533398,0.19518563567353933,0.25788388867365086,0.4603539134124788,0.46045068702676994,0.6197450486636445,0.7014500199275786,0.9861051904940744,0.9298076339955167,1.0,0.6544708093339277,0.635351941668782,0.2600084808268965,0.5019028704447469,0.045638844401171906,0.055578743528652705,0.7116432934852519,0.38540628290127366,0.5659390617136054,0.7165067105818457,0.7470824485425726,0.39668733913827275,0.5626290771108241,0.5504342348269352,0.6595657547305677,0.7262962130310732,0.5887754507457126,0.7826222628663145,0.44324408960448985,0.6909893833962024,0.5184625591288003,0.5481474687755432,0.19064947168941648,0.4215692092466627,0.1924747481311871,0.29246806202090625,0.21186327427378582,0.41671215977598425,0.6015888216797988,0.3596300067308252,0.4391963952815337,0.41816316100119255,0.8468609438690119,0.37718794906924374,0.8187769159327734,0.5245776813821676,0.47189083788927855,0.3080937749772664,0.47698073544670283,0.5663552903948788,0.7591175579201878,0.8195491476280042,0.6504349316833667,0.5577423345398469,0.42222583913612155,0.5023554570958195,0.8924727643308544,0.9820589991410736
Baboon_333,0.48427222644630047,0.7098705320152151,0.3546813133465953,0.15773997270200024,0.5176734488832967,0.5340012361178899,0.4597286512646531,0.19886629320979926,0.7406212568068119,0.4891397444809286,0.562564437406933,0.7468487867644349,0.544908824203182,0.3243484402405691,0.7216623502529874,0.3465970783300589,0.8179714958678932,0.14139015472231697,0.5181872813096091,0.6013322328496268,0.26792840353352027,0.42234698084913874,0.8916231022949287,0.37662075964831443,0.5845904064618135,0.5400796721746389,0.4411800908172303,0.19159669347285013,0.3071319254969271,0.628693849780071,0.5249724135952174,0.16307899527656847,0.2442737417672746,0.2237931328739056,0.4852143539784393,0.8508842393373235,0.5796790775947656,0.2919355152389042,0.6245571204094627,0.22824716703062656,0.6255050004581973,0.5828579115734654,0.5988813975425565,0.3911389030807226,0.3787049694388806,0.7594363283216762,0.5345078980127483,0.47984021423942125,0.8246669714649751,0.3024651996944385,0.6160841439532779,0.8068233761526011,0.7081316557233129,0.461009644063406,0.6846890418809995,0.8501048557224474,0.7460577424903863,0.426733086080355,0.5957571876757707,0.14616247226082302,1.0
Baboon_342,0.635589544502363,0.5409546551217459,0.9836884485240724,0.9506198869367088,0.9930931041389733,0.45806325515902396,0.40918306208874233,0.39170804696337236,0.7812057742922635,0.9251478172727758,1.0,0.9881984627224643,0.8345361194360253,0.8214399934112516,0.46226620405995444,0.48643257702361903,0.5423550069772444,0.14477946814619452,0.015129537359657264,1.0,0.7057977722687189,0.6011885721195962,0.7521805655689769,0.31784370684980473,0.5310970255627211,0.8188774815025919,0.498554447481303,0.7714717517563634,0.944727174946753,0.664439913767156,0.6155443352941056,0.8933195804509457,0.4519566628070389,0.8287263493390777,0.6244954835234335,0.9599565568213569,0.2966015982843416,0.9375011626199451,0.5845381351844658,0.5979919654349812,0.49924605476095807,1.0,0.5078675024102618,0.4566507071281079,0.6536090875959167,0.2549751845790871,0.49533448872652525,0.7093638133080653,0.2278753322249307,0.3613743369994001,0.5359108194310083,0.5461634408485331,0.4133665924116996,0.8510250009315738,0.6904436081699985,0.9984960849525168,0.6209363947344464,0.4760393504680531,0.8889472806928866,0.0,0.37807822912397293
Baboon_343,0.9774358748415888,0.11476483548090571,1.0,1.0,0.40148495567563436,0.7731345754946608,0.8678041100050831,0.9979271938995049,0.8109418837148681,1.0,0.9972032846266866,0.4621806965797932,1.0,0.26009778559653707,0.18132656839976236,1.0,0.36324500244495134,0.9972415339977947,0.14956300456411747,1.0,0.0,0.5945566917871525,0.1464618819270245,0.5082572827403739,0.31608163015965557,0.8490879205159375,0.0,0.9827056895830242,0.3638030514018143,0.2031655508308021,0.9914935791901734,0.43662018815917514,0.8957181572292414,0.19676520198405795,0.7330311530723495,0.3840949439935987,0.9658732037939477,0.5124752225096988,0.5844041149780207,0.996468859280444,0.9998562125486983,1.0,1.0,1.0,1.0,1.0,0.09100771305298108,0.910474453106683,0.0,1.0,1.0,1.0,1.0,0.9770512517177274,0.8921941383785771,0.0,0.1953419183743095,0.039635907204474796,0.062626143984107,0.8574178518327414,0.9979330750730974
Baboon_349,0.8480801516451049,0.708067410333289,0.8552277140562489,0.9976548085605976,0.5162380038343022,0.6368009147852932,0.23591476615646417,0.06421144264190999,0.9972502461388435,0.44819583196406937,0.5393840197629609,0.5136912652216334,1.0,0.4097321983399953,0.6425707378901573,0.08264778013540051,0.5795815036165572,0.802055916098963,1.0,1.0,0.9821913011399395,0.5292955547616971,0.19898257345751594,0.995111375091322,1.0,0.7378475967649261,0.8625463954561647,0.13957609116599137,0.5621016573267335,0.21302320332248065,0.7075332871515362,0.5802943862741766,0.5505857813550284,0.8278939116922965,0.9857302084113032,0.24933001425949225,0.1679315888739365,0.32770229173352944,0.679823365898609,0.9060358784337207,0.92545414483575,0.965156552305476,0.9708733082254138,0.4145745697201044,0.4242536432352193,1.0,0.41544140558103776,0.9386360509206118,0.0,1.0,0.8124266591426654,1.0,1.0,0.29445556449284643,1.0,0.4805692656251806,0.3420239334571547,0.8775665349736933,0.5784388663868282,0.8436497038485528,0.2794241822109161
Baboon_354,0.6305371515769177,0.9742858319924135,0.22019291016006265,0.10245367958908666,0.6135362740958356,0.7639435728530002,0.4204561978201551,0.3618775570547156,1.0,0.5204064249853784,0.5206644145754913,0.777913180387159,0.6706883328064803,0.7236644097914131,0.2270784887654178,0.5358854025609933,0.3470608918814475,0.4114907153622632,0.9805212104660312,0.5540002813538453,0.7733065192782258,0.6831379508363784,0.7264448309257029,0.5539611434959816,0.35553452024801396,0.3393686011923538,0.655311167841193,0.1870642270093259,0.3728526003081031,0.6218561159657057,0.42410620342666466,0.6271459652204345,0.33688827366526536,0.346961362350071,0.6962317800770849,0.2470443650081225,0.12048776684876147,0.2234182224987577,0.21617140263747942,0.11547042379937558,0.5138294346996034,0.4628029914910818,0.8669988497143356,0.7417148123821763,0.5563954974371742,0.15078366262732215,0.48437584676523393,0.34700988383806225,1.0,0.5391881027437688,0.7071048261612526,0.5818615723272358,0.6340262791291544,0.5365341236007611,0.39667748502590905,0.8395204314382794,0.818482311871727,0.8084141057197622,0.4663516223922414,1.0,0.3150579033075236
Baboon_368,0.6558863449066648,0.30110970579779645,0.4420144998821911,1.0,0.9058352901995105,0.9807580363414167,0.40654159115565464,0.10783047730479607,0.6328292870472693,0.47167702990128424,0.6618611111017425,0.46627780661986806,0.33518661778564657,0.5312557938622608,0.20496955828011557,0.5181691882612249,0.4867771073681201,0.31923058081357153,0.6782857329203865,0.506970918902887,0.33276148997325566,0.4963215750311553,0.49069394309299913,0.5139729794080001,0.5198898446653838,0.5052700056896906,0.5260623141880829,0.36403425314272,0.5042288047882341,0.5226603657049251,0.4678313615438219,0.9096013248761271,0.5399909186086828,0.48063824082616263,0.5670535428643732,0.6507272004212676,0.4942520025036205,0.7324526909844107,0.4536305239683355,0.25130977140997,0.43998791464146886,0.6649128637203209,0.40834985806526874,0.5301076786152338,0.4862788606403057,0.7737102302826456,0.49637556087059226,0.4010779413385952,0.042571680444698626,0.5211812776826412,0.5617832167829344,0.5623297552905928,0.5300364114734267,0.3258666525861608,0.4979729621490076,0.4951448264177063,0.5069176804468846,0.38268118264641926,0.9947963557894143,0.789280494593119,1.0
Baboon_373,0.6508800061772326,0.2997048581933688,0.752270690178661,0.6067221199288149,0.7008326072083867,0.698818313052522,0.39094327857877986,0.37436797988267717,1.0,0.15402763897427504,0.9145289193034264,0.7244873978751911,1.0,0.388857663602978,0.5260582100230861,0.22094146546874854,0.8286351627183717,0.10711708373455461,0.0,0.6724958142560546,0.9168016796409537,0.5184276676732174,0.19793654402084856,1.0,0.4925569668191838,0.6129443099941736,0.38090648435307045,0.13760076952570083,0.972624147910898,0.661444528018791,0.8485335294286013,0.2362561037153989,0.8693573039054795,0.3289299959072766,0.7662037195208041,0.298114214164487,0.6030104068187147,0.36079988594840334,0.5009166127360177,0.014498992581979031,0.28992902007734983,0.8339346903374368,0.4198974556790304,0.9797796946059172,0.5885464771005365,0.563643539766251,0.4920431370592465,0.5151958336039127,0.48448817427651125,1.0,0.016094643664666994,0.8893338499722294,0.1937670540575787,0.31117761045001163,0.4134884013383895,1.0,1.0,0.8865202659385701,0.6502199363346419,0.0,1.0
Baboon_374,0.7239112818820495,0.0,0.5518484794190028,0.5686851951370424,0.31151981217027563,0.571446203165477,0.01788142904565443,0.776664702376418,0.5686532764850156,0.44932366961871145,0.9370632972506331,0.3108831298505093,1.0,0.44301125176188,0.1706462387736766,0.012432584965299196,0.0,0.9241630427100994,0.0986722136229312,0.21457853814389136,0.8427031905670274,0.3769355616100545,0.4364574526528806,0.5866040721698293,0.14338522221573186,0.3297179738167287,0.45940350283920606,0.6023484510253566,0.6644362895170571,0.43488439192705625,0.31091671540069815,0.4600146188675881,0.3512731996109737,0.12704055425536054,0.6442665860605343,0.4219704499175864,0.49063958584346945,0.27425953212190796,0.3673355972991988,0.6964545700706201,0.0,0.9616825259177146,0.38337768864031413,0.2817789350505738,0.4939058308476194,1.0,0.46395296848372874,0.8752995408154599,0.3019251440126035,0.8537052987899447,0.9264277426051175,0.6450385607978815,0.6987637410360713,0.3604684841692197,0.7428938771682754,0.49945548911905974,0.4266474032687853,0.5726430449107287,0.9847655772056416,1.0,1.0
Baboon_378,0.06095936275539896,0.02551573582119597,0.7465506757331656,0.9729605277516473,0.026457954739071404,0.5411734489291744,0.4295537170610356,0.018409747434280994,0.7083238100490079,0.5626451844717903,1.0,0.6556332252584083,1.0,0.5031463465717123,0.4844055002036541,0.13616877302920644,0.5517242550145005,0.0031997316873870873,0.0267805041593264,0.3712099137072274,0.09037257950724485,0.5473471670276273,0.15580753776705597,0.28748486416976043,0.4696346638454913,0.5674021083418789,0.2477363341023107,0.7320921167507362,0.5952868381934623,0.6014830684726558,0.40764025292330575,0.6591776176475906,0.5127026217798064,0.5198723260320757,0.5220544234482808,0.26717752920496246,0.4580712612912624,0.19407992325559706,0.24283819242059956,0.16553148713652915,0.37271303506764936,0.43452386822053857,0.09085640297997166,0.8273575801726961,0.08010177549676707,0.4992201706171026,0.26666730160884616,0.3445292529860001,0.3491710249640115,0.02330579828505924,0.3607261019039183,0.5415595917052763,0.10533102619257363,0.2972481147434938,0.12013076623129035,0.37634250080380577,0.48911539356912964,0.09390840214877279,0.8421445290924707,0.9209275411667367,1.0
Baboon_379,0.3726608808430477,0.5390228270047708,0.46605918237596444,0.13810686544671755,0.45782546624886755,0.7111049103420856,0.42083131382659805,0.16875986537378868,0.3076691626097033,0.36565377982079694,0.5274602813257058,0.9381598237381991,0.49380996685895956,0.320952469244767,0.44997022081260873,0.0,0.4034114862814678,0.0,0.07805986163680287,0.31488512088722515,0.3032086910612991,0.43073954190998553,0.13884884947814305,0.4556995948951912,0.2802863017333525,0.40438697574021665,0.37847100562409897,0.29441381156029517,0.9267279802322472,0.567977005359608,0.134715458697371,0.5077384657634147,0.2501986031622003,0.319735311498661,0.6183237661683999,0.5492833131311619,0.5613949383042917,0.4830476064806771,0.04836850891643998,0.3290657801302598,0.760676201076729,0.48873302876436864,0.8233490277352205,0.45942883082601277,0.34698984069529915,0.37564270448772247,0.48446499451131564,0.0,0.48061041594274106,0.5644919402610415,0.6546069001883598,0.5334363071502932,0.2828716132519067,0.20148564894001256,0.14827098534866223,0.7884321089346039,0.6040885353902432,0.46766418827023065,1.0,0.06651780914438585,0.07239626052369133
Baboon_382,0.0,0.8208640199404087,0.48303528765661274,0.8976367380409278,0.45959325788569133,0.35810408037574853,0.564291923531401,0.2238794535748785,1.0,0.5254724371200936,0.9143635521488489,0.5294141116589711,0.9765829546674943,0.29356009199165106,0.7224948770445372,1.0,0.29718203659094783,0.16116500111603035,0.27210838099573503,0.7260852595518688,0.7933810884571458,0.32471188258935463,0.3739730458729227,0.769717871278198,0.7683366200294127,0.32836742128192614,0.43881166437551095,0.4032128403465883,0.14765469612841026,0.7919956413279479,0.45064258938639384,0.3635865000807519,0.3992960897147417,0.8077577198561298,0.786644151986353,0.7491569124132945,0.20560766226362387,0.2768214717468862,0.452815817021603,0.502624302248878,0.8817002413412723,0.9179720695234277,0.6386568603880282,0.10161198891105391,0.2768366812124505,1.0,0.11219079086047523,0.7313123057447284,0.0,0.9592926596787908,0.7330881815498131,1.0,0.5529199148140046,0.8937629321598567,0.8735176279323806,0.5912309012900872,0.7449389190624882,0.8697167673783818,1.0,1.0,1.0
Baboon_386,0.0,0.7265277936102175,0.8008240125894519,0.21379203067400188,0.6896553005590319,0.11862433376842434,0.0,0.0,1.0,0.0,0.1561251906288998,0.7759726939793599,0.0,0.3368678210600802,0.28162564258687,1.0,0.6944607392653784,0.0,0.2587971884905209,0.5462967477353677,0.20378204500776748,0.34313108099862427,0.3433960688854066,0.9400011047391413,0.3836454114052679,0.4315082544606719,0.49610031231725,0.23514985658217347,0.012775608978513467,0.5601508852762702,0.4093365651183997,0.12398211607548172,0.438944140625351,0.7219336958148039,0.5184819353725569,0.0,0.04715768938044326,0.5442110140725324,0.0,0.0,0.3400138627965322,0.19789513303611048,0.410418017989141,0.11017483882779207,0.21113344964133435,0.0,0.0,0.9067874232091556,0.0,0.5469483677572221,0.10001705597663724,0.568445754379717,0.08149065639809605,0.12451524823599841,0.014482214756904426,0.9953626543029618,0.9103110829455426,0.39412024524393413,0.27478607414635614,0.07385072198441249,0.0
Baboon_388,0.0621385134011685,0.0329750655287591,0.0,0.6340095758281102,0.25224170963211634,0.42434743050447715,0.3015665525634589,0.2147147206667192,0.7630626899740255,0.4196669982520118,0.5970037533759945,0.2966645196384494,0.02198482519883373,0.448204227239085,0.4084089797116802,0.4413980290062571,0.37553343876433376,1.0,0.3171927390045312,0.5103775115733176,0.023066770065129086,0.45180111933094474,0.4737328870371375,0.34730615157689687,0.2868139011184148,0.47949145218013045,0.47313555401494845,0.3090641863658571,0.6091948336196736,0.5092266940835232,0.634432793580631,0.4050195332247534,0.6195357719297875,0.43536539141382824,0.46502183638918654,0.4705311745294577,0.721870381859103,0.41475941621338364,0.28763815523154934,0.3626762950579469,0.22084310673023183,0.3754159525829779,0.8341989063450124,0.3789124710512767,0.3558612284861752,0.4694810722266828,0.43587724242120585,0.7711050686439418,0.0,0.628984252935142,0.46570131759406685,0.5662207737842623,0.11394789244356526,0.23087106370628224,0.08596931523192158,0.4499033045856013,0.541379987967777,0.3684038991823509,0.7301984287496692,0.9997662061531969,0.9977938180194272
Baboon_389,0.29348675821828085,0.297831117548841,0.5750141625689645,0.37058277963338077,0.4639510802479606,0.7710349377003857,0.7165037807985273,1.0,1.0,0.9750643514505225,1.0,0.5980468851321594,0.46816360705713167,0.5046127985226068,1.0,1.0,0.5050815800286738,1.0,0.785757530763646,0.8290927809836971,0.9053357202949397,0.5012190852735228,1.0,0.8902064163554477,0.28164284080987606,0.7491399198053554,0.5538902140549614,0.5437797688690994,0.656112048109007,0.8775819614195063,0.4108665914001942,0.8883141280345294,0.35881285970086396,0.4976722569647637,1.0,0.563322981750176,0.9068202140307072,0.6587085361486111,0.6208271750928138,1.0,1.0,1.0,1.0,0.9266576215369732,0.5032409298566544,1.0,0.48407439177494405,0.9056544572638165,0.6041485313923824,1.0,0.8847411719047724,1.0,0.32400830447223217,1.0,0.9546137288527446,0.5469084476613311,0.5510095786651296,0.4935277898505323,0.48406499333605096,0.8605408666987435,1.0
Baboon_390,0.5448352693590258,0.48416184608726853,0.3095250365551722,0.4982176312648915,0.47714763488171696,0.756563323560619,0.41907341986752283,0.283933376394508,0.9161863453430156,0.4960501079961103,0.6131730099637626,0.7701712895191041,0.11154823495286594,0.4883972412292486,0.6724264995478669,0.3667099995874382,0.6220151887591523,0.42707205984141944,0.5941366261161483,0.6390966338220115,0.2571107001366616,0.3660004832921614,0.5251243195349523,0.7241305878228106,0.6766821476179944,0.23861805334618869,0.36443593342556646,0.23451863839113066,0.86321416034287,0.9083141789649956,0.22458643202315534,0.2352915148103018,0.3703723468101164,0.337645657370037,0.6333261629632594,1.0,0.6093670576345726,0.6906254565789285,0.29057871077720815,0.5501518197501166,0.8071816503908161,0.5171545584581418,0.2026020437460926,0.28788745356877293,0.42032669131366884,0.5528627022082911,0.4009160713050146,0.15503101088467855,0.5527672703609101,0.28076785843921975,0.7597694328245672,0.1126019963359256,0.2585601921586774,0.9195454033700847,0.28746437943056624,0.7317320610129244,0.8220248397678036,0.6720099182939719,0.9908436489682859,0.9885110951538951,0.8722242043675095
Baboon_395,0.36327175798996614,0.08379150565085546,1.0,0.20389500095689425,0.3712207131982448,0.20045090675954458,0.48096086140917377,0.028899075338409786,0.9951888750292518,0.2920524194952074,0.1585710206049109,0.45037375930368323,0.47898040305998796,0.03741956766205365,0.3716458343477466,0.006756012585822237,0.1138701062260458,0.8582913012749318,0.29276856562598425,0.4613176594872154,0.5492666963484228,0.3219498535965861,0.16054311017213038,0.2657927930489894,0.22947117470932113,0.4634002070678881,0.14452260981671192,0.3624392443134349,0.34271913578094004,0.5500693791726109,0.42853872278525773,0.047881721366652114,0.7762990304884919,0.04396600618162592,0.44070248538000106,0.0,0.14589196229293314,0.13907055174898447,0.2517919646083693,0.4263391050137835,0.848802627126418,0.5617491303508676,0.30615308111681183,0.2600516137665495,0.13644867018708123,0.48659589383903673,0.4472196113245242,0.7861884206043365,0.1317254018861105,0.7490553911945828,0.31545854723812083,0.5961643089708394,0.13782145907879326,0.4247916592682842,0.5513837352129611,0.1524337855264462,0.45376754222170174,0.5634371038361435,0.9762378283073463,0.08395952026243536,0.43528423942675537
Baboon_4,0.6281710525960762,0.0800365104491229,0.8520517814842374,0.9608857671749906,0.0,0.17215240901339893,0.4965777184186726,0.9916325219094284,0.45332864651245103,0.9481969089106925,1.0,0.3361427683562317,0.0,0.4890644815684867,0.7234147236745301,1.0,0.835439119827203,1.0,0.014945009010211474,1.0,0.8166436526546758,0.970974861492274,0.5695050254953584,0.5349995509725384,0.3831985055313327,0.740485128356711,0.10153216561390827,0.9949679512611103,0.09686691847935247,0.5925143289567354,1.0,0.5698556426428315,0.9478241061897955,0.3110039849731762,1.0,0.48444808965434766,0.9746424423076129,0.5187352131657206,0.36130669173524477,1.0,1.0,1.0,1.0,0.9829616612023175,1.0,0.9716897821025441,0.0,1.0,0.052984541693499816,1.0,1.0,1.0,0.7763032153171918,1.0,1.0,0.42929969169283977,0.366859697900773,0.5959499253609563,0.07410896274276112,1.0,1.0
